molecule_chembl_id,smiles,activity_type,activity_value,activity_units,pchembl_value,target_chembl_id,document_chembl_id,canonical_smiles
CHEMBL126893,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,8.8,nM,8.06,CHEMBL203,CHEMBL1130246,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,IC50,1.4,nM,8.85,CHEMBL203,CHEMBL1130246,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1
CHEMBL79970,O=C(O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12,IC50,9300.0,nM,5.03,CHEMBL203,CHEMBL1127050,O=C(O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12
CHEMBL81480,Cc1ccc2c(CCC(=O)O)c(SSc3[nH]c4cc(C)ccc4c3CCC(=O)O)[nH]c2c1,IC50,2900.0,nM,5.54,CHEMBL203,CHEMBL1127050,Cc1ccc2c(CCC(=O)O)c(SSc3[nH]c4cc(C)ccc4c3CCC(=O)O)[nH]c2c1
CHEMBL82214,Cn1c(SSc2c(CCCC(=O)O)c3ccccc3n2C)c(CCCC(=O)O)c2ccccc21,IC50,8300.0,nM,5.08,CHEMBL203,CHEMBL1127050,Cn1c(SSc2c(CCCC(=O)O)c3ccccc3n2C)c(CCCC(=O)O)c2ccccc21
CHEMBL128759,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,12.0,nM,7.92,CHEMBL203,CHEMBL1130246,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL79621,COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,IC50,35000.0,nM,4.46,CHEMBL203,CHEMBL1127050,COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12
CHEMBL84141,Cn1c(SSc2c(CC(=O)O)c3ccccc3n2C)c(CC(=O)O)c2ccccc21,IC50,53000.0,nM,4.28,CHEMBL203,CHEMBL1127050,Cn1c(SSc2c(CC(=O)O)c3ccccc3n2C)c(CC(=O)O)c2ccccc21
CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.92,nM,9.04,CHEMBL203,CHEMBL1130246,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL157128,COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,150.0,nM,6.82,CHEMBL203,CHEMBL1145020,COCC1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL116853,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,IC50,90.0,nM,7.05,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C
CHEMBL114728,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,1600.0,nM,5.8,CHEMBL203,CHEMBL1145020,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL326811,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,1620.0,nM,5.79,CHEMBL203,CHEMBL1145020,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL53428,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.09,nM,10.05,CHEMBL203,CHEMBL1130246,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL125568,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,14.0,nM,7.85,CHEMBL203,CHEMBL1130246,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL129824,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,8.4,nM,8.08,CHEMBL203,CHEMBL1130246,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL114073,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,IC50,10590.0,nM,4.97,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1
CHEMBL128432,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,45.0,nM,7.35,CHEMBL203,CHEMBL1130246,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL79704,O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12,IC50,4200.0,nM,5.38,CHEMBL203,CHEMBL1127050,O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12
CHEMBL116525,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,IC50,910.0,nM,6.04,CHEMBL203,CHEMBL1145020,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL323630,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,IC50,650.0,nM,6.19,CHEMBL203,CHEMBL1145020,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL424252,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,IC50,1910.0,nM,5.72,CHEMBL203,CHEMBL1145020,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC
CHEMBL324718,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,IC50,810.0,nM,6.09,CHEMBL203,CHEMBL1145020,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL114490,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,2320.0,nM,5.63,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL113902,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,IC50,7500.0,nM,5.12,CHEMBL203,CHEMBL1145020,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC
CHEMBL114392,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,IC50,2700.0,nM,5.57,CHEMBL203,CHEMBL1145020,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL94061,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,11.0,nM,7.96,CHEMBL203,CHEMBL1145020,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL340399,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,IC50,7.2,nM,8.14,CHEMBL203,CHEMBL1130246,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1
CHEMBL52076,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,10.0,nM,8.0,CHEMBL203,CHEMBL1130246,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL127611,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,3.2,nM,8.49,CHEMBL203,CHEMBL1130246,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL81664,Cc1cccc2c(CCC(=O)O)c(SSc3[nH]c4c(C)cccc4c3CCC(=O)O)[nH]c12,IC50,1500.0,nM,5.82,CHEMBL203,CHEMBL1127050,Cc1cccc2c(CCC(=O)O)c(SSc3[nH]c4c(C)cccc4c3CCC(=O)O)[nH]c12
CHEMBL113900,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,IC50,250.0,nM,6.6,CHEMBL203,CHEMBL1145020,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C
CHEMBL118000,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,IC50,2290.0,nM,5.64,CHEMBL203,CHEMBL1145020,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL126623,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,IC50,1.9,nM,8.72,CHEMBL203,CHEMBL1130246,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1
CHEMBL126903,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,16.0,nM,7.8,CHEMBL203,CHEMBL1130246,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL84143,Cn1c(SSc2c(CCC(=O)O)c3ccccc3n2C)c(CCC(=O)O)c2ccccc21,IC50,3100.0,nM,5.51,CHEMBL203,CHEMBL1127050,Cn1c(SSc2c(CCC(=O)O)c3ccccc3n2C)c(CCC(=O)O)c2ccccc21
CHEMBL127086,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.61,nM,9.21,CHEMBL203,CHEMBL1130246,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL83429,O=C(O)CC1C(S)=Nc2ccccc21,IC50,14900.0,nM,4.83,CHEMBL203,CHEMBL1127050,O=C(O)CC1C(S)=Nc2ccccc21
CHEMBL312001,COC(=O)CC1C(S)=Nc2ccccc21,IC50,100000.0,nM,4.0,CHEMBL203,CHEMBL1127050,COC(=O)CC1C(S)=Nc2ccccc21
CHEMBL263788,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,IC50,790.0,nM,6.1,CHEMBL203,CHEMBL1145020,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL338175,O=C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,1.5,nM,8.82,CHEMBL203,CHEMBL1130246,O=C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL83838,COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,IC50,18000.0,nM,4.75,CHEMBL203,CHEMBL1127050,COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12
CHEMBL414631,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,330.0,nM,6.48,CHEMBL203,CHEMBL1145020,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL355330,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1,IC50,300.0,nM,6.52,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1
CHEMBL170724,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,IC50,570.0,nM,6.24,CHEMBL203,CHEMBL1134829,COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL168550,COc1cccc(-c2cn(C3CC(CNCCO)C3)c3ncnc(N)c23)c1,IC50,490.0,nM,6.31,CHEMBL203,CHEMBL1134829,COc1cccc(-c2cn(C3CC(CNCCO)C3)c3ncnc(N)c23)c1
CHEMBL153525,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,IC50,1.24,nM,8.91,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1
CHEMBL3085277,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1,IC50,538.0,nM,6.27,CHEMBL203,CHEMBL1132555,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1
CHEMBL152905,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,IC50,0.27,nM,9.57,CHEMBL203,CHEMBL1132555,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1
CHEMBL100714,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,IC50,2800.0,nM,5.55,CHEMBL203,CHEMBL1152084,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC
CHEMBL168555,COc1ccc(CC(CO)n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)cc1,IC50,9700.0,nM,5.01,CHEMBL203,CHEMBL1134829,COc1ccc(CC(CO)n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)cc1
CHEMBL168382,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1,IC50,460.0,nM,6.34,CHEMBL203,CHEMBL1134829,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1
CHEMBL168285,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC(O)C1,IC50,790.0,nM,6.1,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC(O)C1
CHEMBL352801,COc1cccc(-c2cn(C3CC(CO)C3)c3ncnc(N)c23)c1,IC50,420.0,nM,6.38,CHEMBL203,CHEMBL1134829,COc1cccc(-c2cn(C3CC(CO)C3)c3ncnc(N)c23)c1
CHEMBL448730,CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,IC50,4100.0,nM,5.39,CHEMBL203,CHEMBL1132555,CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21
CHEMBL544867,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl,IC50,11.0,nM,7.96,CHEMBL203,CHEMBL1132555,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl
CHEMBL538814,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,IC50,460.0,nM,6.34,CHEMBL203,CHEMBL1132555,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1
CHEMBL542755,COc1cccc2sc3c(Nc4cccc(Br)c4)ncnc3c12.Cl,IC50,20.0,nM,7.7,CHEMBL203,CHEMBL1132555,COc1cccc2sc3c(Nc4cccc(Br)c4)ncnc3c12.Cl
CHEMBL153206,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,IC50,1.2,nM,8.92,CHEMBL203,CHEMBL1132555,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1
CHEMBL346846,COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,IC50,80.0,nM,7.1,CHEMBL203,CHEMBL1132555,COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12
CHEMBL169467,COc1ccc(CC(CO)n2cc(-c3cccc(O)c3)c3c(N)ncnc32)cc1,IC50,3400.0,nM,5.47,CHEMBL203,CHEMBL1134829,COc1ccc(CC(CO)n2cc(-c3cccc(O)c3)c3c(N)ncnc32)cc1
CHEMBL168266,Nc1ncnc2c1c(-c1ccccc1)cn2C1CC(O)C1,IC50,2820.0,nM,5.55,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C1CC(O)C1
CHEMBL153739,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,IC50,19.8,nM,7.7,CHEMBL203,CHEMBL1132555,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1
CHEMBL354310,COc1cccc(-c2cn(C3CC(C(=O)NCCO)C3)c3ncnc(N)c23)c1,IC50,330.0,nM,6.48,CHEMBL203,CHEMBL1134829,COc1cccc(-c2cn(C3CC(C(=O)NCCO)C3)c3ncnc(N)c23)c1
CHEMBL152984,Cn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,IC50,742.0,nM,6.13,CHEMBL203,CHEMBL1132555,Cn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21
CHEMBL544640,Cl.c1ccc(Nc2[nH]cnc3c4ccccc4nc2-3)cc1,IC50,2110.0,nM,5.68,CHEMBL203,CHEMBL1132555,Cl.c1ccc(Nc2[nH]cnc3c4ccccc4nc2-3)cc1
CHEMBL150280,c1ccc(Nc2[nH]cnc3nc4ccccc4c2-3)cc1,IC50,264.0,nM,6.58,CHEMBL203,CHEMBL1132555,c1ccc(Nc2[nH]cnc3nc4ccccc4c2-3)cc1
CHEMBL553351,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,IC50,12.3,nM,7.91,CHEMBL203,CHEMBL1132555,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1
CHEMBL98248,COc1cc2nccc(Nc3cccc(Br)c3)c2cc1OC,IC50,370.0,nM,6.43,CHEMBL203,CHEMBL1152084,COc1cc2nccc(Nc3cccc(Br)c3)c2cc1OC
CHEMBL98798,COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,IC50,70.0,nM,7.16,CHEMBL203,CHEMBL1152084,COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC
CHEMBL423224,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,IC50,31.0,nM,7.51,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1
CHEMBL347282,Nc1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,IC50,47.0,nM,7.33,CHEMBL203,CHEMBL1132555,Nc1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1
CHEMBL5173075,c1ccc(CNc2ncnc3c2[nH]c2ccccc23)cc1,IC50,460.0,nM,6.34,CHEMBL203,CHEMBL1132555,c1ccc(CNc2ncnc3c2[nH]c2ccccc23)cc1
CHEMBL346863,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1.CO,IC50,40.0,nM,7.4,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2sc2ncsc23)c1.CO
CHEMBL101581,COc1cc2nccc(Oc3cccc(Br)c3)c2cc1OC,IC50,2500.0,nM,5.6,CHEMBL203,CHEMBL1152084,COc1cc2nccc(Oc3cccc(Br)c3)c2cc1OC
CHEMBL169570,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCCC1,IC50,250.0,nM,6.6,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCCC1
CHEMBL415738,Cc1cccc(Nc2cc(NCCO)ncn2)c1,IC50,1.0,nM,9.0,CHEMBL203,CHEMBL1132555,Cc1cccc(Nc2cc(NCCO)ncn2)c1
CHEMBL153409,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1,IC50,732.0,nM,6.13,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2sc2ncccc23)c1
CHEMBL171256,COc1ccc(CC(CO)n2cc(-c3ccccc3)c3c(N)ncnc32)cc1,IC50,14400.0,nM,4.84,CHEMBL203,CHEMBL1134829,COc1ccc(CC(CO)n2cc(-c3ccccc3)c3c(N)ncnc32)cc1
CHEMBL329672,Clc1cccc(Nc2ncnc3ccccc23)c1,IC50,23.0,nM,7.64,CHEMBL203,CHEMBL1132555,Clc1cccc(Nc2ncnc3ccccc23)c1
CHEMBL166765,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1,IC50,600.0,nM,6.22,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCC1
CHEMBL553137,Cl.Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21,IC50,132.0,nM,6.88,CHEMBL203,CHEMBL1132555,Cl.Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21
CHEMBL169390,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1,IC50,80.0,nM,7.1,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1
CHEMBL153170,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,IC50,29.0,nM,7.54,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1
CHEMBL355982,Brc1cccc(Nc2ncnc3sccc23)c1,IC50,35.0,nM,7.46,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3sccc23)c1
CHEMBL345988,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,IC50,147.0,nM,6.83,CHEMBL203,CHEMBL1132555,Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12
CHEMBL153518,CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc21,IC50,4270.0,nM,5.37,CHEMBL203,CHEMBL1132555,CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc21
CHEMBL544868,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,IC50,58.0,nM,7.24,CHEMBL203,CHEMBL1132555,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1
CHEMBL97162,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,IC50,83.0,nM,7.08,CHEMBL203,CHEMBL1134743,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1
CHEMBL345294,Brc1cccc(Nc2ncnc3ccsc23)c1,IC50,11.0,nM,7.96,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3ccsc23)c1
CHEMBL2093928,C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1.Cl,IC50,419.0,nM,6.38,CHEMBL203,CHEMBL1132555,C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1.Cl
CHEMBL155278,Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1,IC50,2.1,nM,8.68,CHEMBL203,CHEMBL1132555,Cc1cccc(Nc2ncnc3c2sc2ccc(N)cc23)c1
CHEMBL149512,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1,IC50,740.0,nM,6.13,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1
CHEMBL98137,COc1ccc(Nc2ccnc3cc(OC)c(OC)cc23)cc1OC,IC50,80500.0,nM,4.09,CHEMBL203,CHEMBL1152084,COc1ccc(Nc2ccnc3cc(OC)c(OC)cc23)cc1OC
CHEMBL170438,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccc(O)cc1,IC50,13200.0,nM,4.88,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccc(O)cc1
CHEMBL539822,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,IC50,0.47,nM,9.33,CHEMBL203,CHEMBL1132555,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12
CHEMBL540082,Cl.O=[N+]([O-])c1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,IC50,158.0,nM,6.8,CHEMBL203,CHEMBL1132555,Cl.O=[N+]([O-])c1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12
CHEMBL356850,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,IC50,1.8,nM,8.74,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1
CHEMBL357367,CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,IC50,9.4,nM,8.03,CHEMBL203,CHEMBL1132555,CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1
CHEMBL151593,CO.Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,IC50,2.7,nM,8.57,CHEMBL203,CHEMBL1132555,CO.Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12
CHEMBL153419,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,IC50,191.0,nM,6.72,CHEMBL203,CHEMBL1132555,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1
CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,IC50,1.0,nM,9.0,CHEMBL203,CHEMBL1132555,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F
CHEMBL357570,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F.CCO,IC50,7.9,nM,8.1,CHEMBL203,CHEMBL1132555,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F.CCO
CHEMBL352954,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCCC1,IC50,500.0,nM,6.3,CHEMBL203,CHEMBL1134829,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCCC1
CHEMBL6195771,Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1.Cl,IC50,72.0,nM,7.14,CHEMBL203,CHEMBL1132555,Brc1cccc(Nc2ncnc3c2[nH]c2ccccc23)c1.Cl
CHEMBL358934,CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,IC50,1.1,nM,8.96,CHEMBL203,CHEMBL1132555,CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1
CHEMBL355191,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1,IC50,450.0,nM,6.35,CHEMBL203,CHEMBL1134829,COc1cccc(-c2cn(C3CCC3)c3ncnc(N)c23)c1
CHEMBL540590,Cl.O=[N+]([O-])c1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,IC50,48.0,nM,7.32,CHEMBL203,CHEMBL1132555,Cl.O=[N+]([O-])c1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12
CHEMBL544865,COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC.Cl,IC50,444.0,nM,6.35,CHEMBL203,CHEMBL1132555,COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC.Cl
CHEMBL555921,COc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12.Cl,IC50,12.6,nM,7.9,CHEMBL203,CHEMBL1132555,COc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12.Cl
