candidate_id,smiles,parent_ids,generation_method,validity_status,qed,esol,pains_alert_count,pains_flag,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds
GEN_7FA3D5A8,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3cccc(Br)c3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652,BRICS,VALID,0.104,-9.249,1,True,681.0,8.551,2,9,11
GEN_F4424997,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/CCN3CCOCC3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL443268;CHEMBL69960,BRICS,VALID,0.128,-7.081,1,True,625.14,5.92,2,11,12
GEN_C9C2475C,CN(C)/N=N/c1ccc2ncnc(-c3ccc(N(C)CC/N=N/Nc4ccc5ncnc(-c6cccc(Cl)c6)c5c4)[nH]3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652,BRICS,VALID,0.123,-8.093,1,True,605.11,7.364,2,9,10
GEN_70D2940E,Cc1cc(C)c(-c2ccc(N(C)CC/N=N/Nc3ccc4ncnc(-c5cccc(Cl)c5)c4c3)[nH]2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL68920,BRICS,VALID,0.162,-7.228,1,True,499.02,6.806,3,5,8
GEN_2874296C,C/N=N/Nc1ccc2ncnc(-c3ccc(N(C)CC/N=N/Nc4ccc5ncnc(-c6cccc(Cl)c6)c5c4)[nH]3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652,BRICS,VALID,0.113,-7.922,1,True,591.08,7.213,3,9,10
GEN_5BA4001A,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2ccccn2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL302552;CHEMBL344652,BRICS,VALID,0.201,-6.818,1,True,482.98,6.256,2,6,8
GEN_35DBA7E3,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2ccc(O)cc2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL76589,BRICS,VALID,0.166,-7.091,1,True,497.99,6.566,3,6,8
GEN_180FAA09,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2ccc(O)c([N+](=O)[O-])c2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL309625;CHEMBL344652,BRICS,VALID,0.11,-7.204,1,True,542.99,6.475,3,8,9
GEN_57E4DFD1,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2ccc(F)c(Cl)c2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL304271;CHEMBL344652;CHEMBL443268;CHEMBL68920;CHEMBL69960,BRICS,VALID,0.158,-7.987,1,True,534.43,7.653,2,5,8
GEN_D35D07B2,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2cc(O)ccc2[N+](=O)[O-])[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL77085,BRICS,VALID,0.11,-7.204,1,True,542.99,6.475,3,8,9
GEN_096E34DA,Cc1cccc(-c2ccc(N(C)CC/N=N/Nc3ccc4ncnc(-c5cccc(Cl)c5)c4c3)[nH]2)c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL336113;CHEMBL344652,BRICS,VALID,0.176,-7.459,1,True,496.02,7.169,2,5,8
GEN_D8659565,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(-c2cccc(Br)c2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL302552;CHEMBL344652,BRICS,VALID,0.151,-8.147,1,True,560.89,7.623,2,5,8
GEN_362C4B04,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(N2CCOCC2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL443268;CHEMBL69960,BRICS,VALID,0.266,-5.969,1,True,491.0,5.03,2,7,8
GEN_841C0076,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2c1C(=C(C#N)C(N)=O)C(=O)N2C,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL296407;CHEMBL344652;CHEMBL443268,BRICS,VALID,0.14,-5.369,1,True,568.0,3.395,2,10,8
GEN_C2A31210,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CCN1CCOCC1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL344652;CHEMBL443268;CHEMBL69960,BRICS,VALID,0.39,-4.946,1,True,453.98,3.993,1,7,9
GEN_7CF10378,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2c1C(=C(C#N)C(N)=O)C(=O)N2,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL296407;CHEMBL302552;CHEMBL304271;CHEMBL344652;CHEMBL68920;CHEMBL69960,BRICS,VALID,0.127,-5.277,1,True,553.97,3.37,3,10,8
GEN_33D9F022,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3ncnc4ccc(/N=N/N(C)C)cc34)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652,BRICS,VALID,0.081,-9.193,1,True,739.25,8.254,2,13,14
GEN_E17BD3B9,Cc1cc(C)c(-c2ncnc3ccc(N/N=N/CCN(C)CC/N=N/Nc4ccc5ncnc(-c6cccc(Cl)c6)c5c4)cc23)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652;CHEMBL68920,BRICS,VALID,0.093,-8.321,1,True,633.16,7.696,3,9,12
GEN_406DAAC6,C/N=N/Nc1ccc2ncnc(-c3ncnc4ccc(N/N=N/CCN(C)CC/N=N/Nc5ccc6ncnc(-c7cccc(Cl)c7)c6c5)cc34)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652,BRICS,VALID,0.073,-9.02,1,True,725.23,8.103,3,13,14
GEN_54957504,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3ccccn3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652,BRICS,VALID,0.109,-7.902,1,True,617.12,7.146,2,10,12
GEN_8CB97FEF,CN(CC/N=N/Nc1ccc2ncnc(-c3ccc(O)cc3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652;CHEMBL76589,BRICS,VALID,0.093,-8.179,1,True,632.13,7.456,3,10,12
GEN_3AC470ED,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3ccc(O)c([N+](=O)[O-])c3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL309625;CHEMBL344652,BRICS,VALID,0.063,-8.303,1,True,677.13,7.364,3,12,13
GEN_1AA4C17E,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3ccc(F)c(Cl)c3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL302552;CHEMBL304271;CHEMBL344652;CHEMBL443268;CHEMBL68920;CHEMBL69960,BRICS,VALID,0.099,-9.079,1,True,668.57,8.543,2,9,12
GEN_0356734D,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)CC/N=N/Nc1ccc2ncnc(-c3cc(O)ccc3[N+](=O)[O-])c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652;CHEMBL77085,BRICS,VALID,0.063,-8.303,1,True,677.13,7.364,3,12,13
