candidate_id,smiles,parent_ids,generation_method,validity_status,qed,esol,pains_alert_count,pains_flag,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds
GEN_6089E2AA,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1cccc(Cl)c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652,BRICS,VALID,0.257,-6.809,1,True,451.36,6.519,1,5,7
GEN_0E07CBD5,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ccc(O)c([N+](=O)[O-])c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL309625;CHEMBL344652,BRICS,VALID,0.195,-6.206,1,True,477.91,5.48,2,8,8
GEN_A33462F6,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1cc(O)ccc1[N+](=O)[O-],CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL344652;CHEMBL77085,BRICS,VALID,0.195,-6.206,1,True,477.91,5.48,2,8,8
GEN_081366E4,CCN(C)CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL304271;CHEMBL344652,BRICS,VALID,0.485,-5.069,1,True,368.87,4.681,1,5,7
GEN_000D5F69,Cc1cc(C)c(C/N=N/Nc2ccc3ncnc(N(C)CC/N=N/Nc4ccc5ncnc(-c6cccc(Cl)c6)c5c4)c3c2)[nH]1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652;CHEMBL68920,BRICS,VALID,0.099,-8.334,1,True,619.14,7.733,3,9,11
GEN_FA683CC5,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652,BRICS,VALID,0.117,-7.917,1,True,603.09,7.183,2,10,11
GEN_FF1714D4,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3ncnc4ccc(N)cc34)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL336113;CHEMBL344652,BRICS,VALID,0.072,-8.414,1,True,669.16,7.314,3,12,11
GEN_0CFDDCE5,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3ccc(O)cc3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652;CHEMBL76589,BRICS,VALID,0.1,-8.194,1,True,618.11,7.494,3,10,11
GEN_C875707A,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3ccc(O)c([N+](=O)[O-])c3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL309625;CHEMBL344652,BRICS,VALID,0.068,-8.316,1,True,663.1,7.402,3,12,12
GEN_45456573,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3ccc(F)c(Cl)c3)cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL302552;CHEMBL304271;CHEMBL344652;CHEMBL443268;CHEMBL68920;CHEMBL69960,BRICS,VALID,0.106,-9.093,1,True,654.54,8.581,2,9,11
GEN_2B741DB4,CN(CC/N=N/Nc1ccc2ncnc(-c3cccc(Cl)c3)c2c1)c1ncnc2ccc(N/N=N/Cc3cc(O)ccc3[N+](=O)[O-])cc12,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL344652;CHEMBL77085,BRICS,VALID,0.068,-8.316,1,True,663.1,7.402,3,12,12
GEN_E85AE97E,Cc1cccc(C/N=N/Nc2ccc3ncnc(N(C)CC/N=N/Nc4ccc5ncnc(-c6cccc(Cl)c6)c5c4)c3c2)c1,CHEMBL133024;CHEMBL135592;CHEMBL136491;CHEMBL137364;CHEMBL137635;CHEMBL138125;CHEMBL336113;CHEMBL344652,BRICS,VALID,0.111,-8.561,1,True,616.13,8.097,2,9,11
